execution_time,total_cost,path,query_execution_time
11948.108673095703,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
12124.53842163086,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
22353.410720825195,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13669.252395629883,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15479.087829589844,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21308.89892578125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22052.526473999023,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14598.608016967773,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15667.67692565918,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14527.082443237305,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22203.445434570312,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16662.59765625,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14046.192169189453,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17616.51039123535,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20583.8680267334,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15152.931213378906,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
12854.09927368164,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
19036.054611206055,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
19710.302352905273,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14464.616775512695,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15568.256378173828,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14383.077621459961,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17202.138900756836,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
12636.899948120117,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14950.752258300781,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15221.595764160156,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21183.96759033203,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16523.59962463379,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15027.999877929688,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14879.226684570312,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
17998.218536376953,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14076.709747314453,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16803.741455078125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15452.146530151367,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20535.23063659668,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
12579.202651977539,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13069.868087768555,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
12964.487075805664,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20952.701568603516,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16534.32846069336,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16971.349716186523,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17567.63458251953,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21593.570709228516,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17552.614212036133,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
23236.989974975586,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20485.401153564453,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
23062.467575073242,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15269.756317138672,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17260.313034057617,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
20107.507705688477,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22267.34161376953,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14893.770217895508,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
24398.8037109375,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20109.65347290039,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
27022.600173950195,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
16654.253005981445,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
20158.052444458008,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15227.317810058594,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
22515.535354614258,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
15735.626220703125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
17078.638076782227,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
17942.90542602539,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
22294.75975036621,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
13490.20004272461,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14759.063720703125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
14347.79167175293,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",1
18548.250198364258,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
16975.40283203125,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15606.403350830078,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15563.488006591797,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
23231.983184814453,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
17509.46044921875,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18162.72735595703,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
18239.498138427734,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
21483.182907104492,7.0,"[1000, 1447, 1450, 1258, 1376, 1175, 1342, 1110]",0
15027.284622192383,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
17372.36976623535,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
19677.162170410156,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
25442.60025024414,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
17437.69645690918,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
19686.222076416016,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
23833.751678466797,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
25629.520416259766,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
15449.52392578125,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
12035.369873046875,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
12919.425964355469,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
20120.14389038086,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
14902.591705322266,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
16103.982925415039,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15676.97525024414,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
20372.629165649414,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
15462.160110473633,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
14910.697937011719,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
14625.54931640625,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
18254.518508911133,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
15175.819396972656,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
16439.91470336914,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14762.639999389648,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
20040.035247802734,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13571.739196777344,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14642.953872680664,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
17524.242401123047,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
37096.500396728516,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
17500.638961791992,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15167.474746704102,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
28362.98942565918,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
18321.514129638672,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
14307.022094726562,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15096.902847290039,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
16731.739044189453,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
23960.351943969727,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15275.239944458008,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
21514.177322387695,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
17416.000366210938,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
27861.833572387695,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
16674.518585205078,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15383.720397949219,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
17016.887664794922,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
19298.315048217773,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13827.800750732422,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
19118.309020996094,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14685.869216918945,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
18306.255340576172,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15326.261520385742,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14908.075332641602,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
22965.669631958008,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
19760.847091674805,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15931.129455566406,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
16229.391098022461,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15162.944793701172,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
20709.514617919922,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14220.237731933594,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14148.712158203125,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
12508.392333984375,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
20860.43357849121,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
16218.900680541992,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14590.740203857422,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13397.932052612305,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
18905.4012298584,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15049.219131469727,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15045.166015625,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14909.505844116211,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
16324.043273925781,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
19786.357879638672,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
19712.448120117188,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
21880.388259887695,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
23252.487182617188,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
16657.590866088867,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
14487.743377685547,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
16992.09213256836,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
20933.38966369629,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13955.831527709961,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13866.662979125977,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13673.30551147461,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
17885.923385620117,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
21212.339401245117,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14304.876327514648,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13823.03237915039,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
18273.83041381836,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15841.484069824219,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14987.468719482422,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15421.390533447266,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
19933.93898010254,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13607.501983642578,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13177.156448364258,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",1
13392.448425292969,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
20009.994506835938,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
751.0185241699219,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
12437.105178833008,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15375.375747680664,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
20158.52928161621,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
14179.468154907227,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
15969.276428222656,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
13014.078140258789,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
21009.445190429688,9.0,"[1000, 1084, 1192, 1139, 1001, 1253, 1243, 1175, 1342, 1110]",0
12808.561325073242,10.0,"[1000, 1084, 1295, 1118, 1287, 1214, 1092, 1129, 1167, 1342, 1110]",0
15309.810638427734,10.0,"[1000, 1084, 1295, 1118, 1287, 1214, 1092, 1129, 1167, 1342, 1110]",0
13262.033462524414,10.0,"[1000, 1084, 1295, 1118, 1287, 1214, 1092, 1129, 1167, 1342, 1110]",1
22175.55046081543,10.0,"[1000, 1084, 1295, 1118, 1287, 1214, 1092, 1129, 1167, 1342, 1110]",0
12703.180313110352,10.0,"[1000, 1084, 1295, 1118, 1287, 1214, 1092, 1129, 1167, 1342, 1110]",0
